index,frequency,type
CC1(C)[C@H]2CC,11,ionic
[C@]1(C)CC,19,ionic
[Ca+2].,167,ionic
[C@@H](O)C(C)(C),26,ionic
ccsc3,30,atom
c1ccccc1)C(=O)O),33,functional_group
CCNC(=N)N,30,functional_group
[C@@H]1N,27,ionic
[C@@H]3CCCC,9,ionic
N)n,16,atom
c2csc(N)n2,7,atom
c3cc(O)c(O),10,atom
c4ccccc4)ccc3,15,atom
[C@@H](NC,28,ionic
Oc1cc(N,6,ring
C(=S,6,functional_group
CC(C)(N),9,atom
CCOc1ccc(OCC,16,ring
cc(C)c(,20,atom
)c(C)c2,34,atom
c1c[nH]cn1,43,ionic
CC(=O)N[C@@H](CC(=O)O),9,functional_group
CNS(=O)(=O)N,14,functional_group
cccc(c2,8,atom
CCOC(=O)C,54,functional_group
NC(=O)CS,56,functional_group
)C(=O)N(CC,107,functional_group
n(CCC,25,atom
cc(Cl)cc(Cl)c1,14,ring
CC[C@H](C)[C@H](NC(=O)[C@H](CC,13,functional_group
NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC,69,functional_group
(C)C)NC(=O)[C@H](CC,60,functional_group
[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC,13,functional_group
CCN)NC(=O)[C@H](CC,56,functional_group
C(=O)N[C@@H](CCCCN,44,functional_group
)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C,13,functional_group
)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O),13,functional_group
)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C,13,functional_group
2CCN(CCCc3ccccc3,22,atom
CCCCOc1ccc(,16,ring
CCC(O,19,atom
CCCCC1)N,4,ring
COP(=O)(OC,14,functional_group
)C(O)C,6,atom
[C@H](Cc4ccccc4,8,ionic
5CCOCC5,15,atom
3)sc2c1,8,ring
cccc(c3,18,atom
[C@H](O[C@H]2C,27,ionic
[C@@H]1C2,25,ionic
c1nc(C,126,ring
cc1C(=O)N,12,functional_group
CC(C)[C@@H](N,12,ionic
COC(=O)c1c(O)cc(O)c(Cl)c1,9,functional_group
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O),52,functional_group
c4c5,21,atom
c(cc6,6,atom
OC1C(O),21,ring
OC2C,25,atom
OC3C,43,atom
OC6,389,atom
n7,168,atom
cc(C)c(O),252,atom
nc7,84,atom
n7cnc8,46,atom
n7cnc8c(N)ncn,21,atom
OC7,21,atom
%10,63,atom
%11cnc%12,21,atom
c%12,21,atom
%11)C,21,atom
c%10,21,atom
n9,21,atom
n8,21,atom
n6cnc7,25,atom
6)C5,25,atom
4)C3,40,atom
n3cc(C,29,atom
cc3ccccc3,24,atom
O)ccc2,40,atom
[C@@H]2CCCN2C(=O)[C@H](C,7,functional_group
c2c[nH]cn2),3,ionic
(=O)O)NC(=O)[C@H](C,20,functional_group
c2ccc(O)cc2)NC(=O)[C@H](CC,3,functional_group
NC(=O)[C@@H]2C,3,functional_group
CN)C(=O)N[C@@H](C,3,functional_group
C1=O)C(=O)N[C@@H](C,3,functional_group
C(=O)N[C@@H](CCCNC(=N)N)C(=O)N,14,functional_group
NC(=O)C5,7,functional_group
c6ccc(F)cc,7,atom
6)CC,7,atom
)c(F)c4,7,atom
CC(C)CCN(C,21,atom
c2ccc(cc2,21,atom
CCCC(=O)N[C@@H](C,16,functional_group
1)S(=O)(=O),16,functional_group
Oc1c(Br)cc(Br)cc1,7,ring
CCN(Cc1ccncc1,6,ring
[C@]3(CO,15,ionic
[C@H]3OC,14,ionic
CSCC[C@H](N,72,ionic
C(CO)C,50,atom
c2ccc3[nH]nc(,9,ionic
c4nc5,9,atom
c(F)cc(,24,atom
F)cc5,9,atom
(O)CC3,8,atom
[nH]c(cc1,25,ionic
)n3C,16,atom
[C@H](O)[C@@H]1C,57,ionic
c1ccc(SC,10,ring
c3cn(C,53,atom
[C@@H](O[C@@H]2,35,ionic
[C@@]4(,19,ionic
CC3=C,8,functional_group
c2c(O)ccc3,8,atom
c1ccc2ccccc2c1)N,44,ring
)[C@@H](CC,41,ionic
[C@H](OC(=O)C,146,functional_group
c3cccs3,119,atom
)c3cccs,108,atom
CCN(CC)c1ccc2,17,ring
CCC3=O),17,functional_group
CC(=O)c1cc2,20,functional_group
c(o,10,atom
[C@H]3CO,27,ionic
O3)c2n1,11,ring
c3ccc(C)cc3,8,atom
)C(=O)N[C@@H](CCC(=O)O),8,functional_group
(C)(O),11,atom
n2cc(CC,16,atom
3CCC4(CC3),20,atom
OCc3ccccc3,16,atom
\C=C\C,55,functional_group
c4cc5ccccc5,12,atom
[nH]c4,25,ionic
NCCc1c[nH],20,ionic
[C@@H]3OC(=O),30,functional_group
[C@@H]1OC(=O),16,functional_group
CCOP(=O)(O),18,functional_group
c(C(=O)NC,17,functional_group
[C@@]2(CC,35,ionic
Oc3ccc(F)cc3,16,atom
COc1cc(OC)c(,22,ring
cc(OC)c3,22,atom
[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)N,14,functional_group
c2c(Br,21,atom
CCS(=O)(=O)N,20,functional_group
C3CC,13,atom
[C@@H]5CC[C@@]4(C),7,ionic
Oc2cc(C),14,atom
cc(O)c2,40,atom
O)cc1O,23,ring
O=C(Nc1cccc(,30,functional_group
)c1)N,38,ring
c1nccs,53,ring
Cn1nnc(,194,ring
4C[C@H](C,186,ionic
n2)n1,200,ring
CNC(=O)C,13,functional_group
CCCCCC(O),7,atom
)C(=O)NCC(=O)N,44,functional_group
NC(=O)[C@H](CCCCN)NC(=O)[C@H](C,17,functional_group
c2c[nH]c3ccccc23)NC(=O)[C@H](C,17,functional_group
c2ccccc2)NC(=O)[C@H](CC,17,functional_group
(Br,37,atom
c3cc(C(=O)Nc4cc(C(=O)N,10,functional_group
)n(C)c4,10,atom
)n(C)c3,19,atom
)n(C)c2,10,atom
nn1),13,ring
([C@H](C,12,ionic
c2ccccc2C1,29,ring
#Cc2,88,atom
c5o,54,atom
7CCN(CC,9,atom
7),9,atom
c6n,9,atom
)O[C@H](,36,ionic
[C@H]2C),15,ionic
cccn2,12,atom
c3ccc4ccccc4n3,15,atom
)c2Cl,5,atom
C)OC(=O),12,functional_group
Oc1ccc(CC,7,ring
cc(Cl)c(Cl)cc3,8,atom
ccc[n+](C,27,ionic
CC(=O)N(,29,functional_group
c2ccc(F)cc12,7,ring
c3ccccc3C,31,atom
O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O),11,ionic
COCCOCCOCC,28,atom
c5cccs5,10,atom
c1cccc2ccccc12)N,8,ring
[Gd-],7,metal
CC(C)N(C(=O),16,functional_group
Oc1cccc(C,30,ring
c(CC(=O)N,135,functional_group
)c(C)c4,12,atom
C[C@H]1C(=O)N,12,functional_group
c1cc(F)ccc1,58,ring
CNc1ccccc1,5,ring
[As,17,ionic
C(=O)Nc1ccccc1,13,functional_group
)C(=O)N[C@@H](CC(=O)O),13,functional_group
O=C(NCc1cccnc1,9,functional_group
CCC(C)CC(C),16,atom
CCN)NC(=O),26,functional_group
)NC(=O)[C@H](,16,functional_group
[C@@H]2C[C@@H](O)CN2C(=O),25,functional_group
c(n1)N,9,ring
Oc1ccc(Cl)cc1,64,ring
C=CC(=O),19,functional_group
[C@H]2O[C@H](C,28,ionic
[C@]3(C)CC,29,ionic
[C@]45C,4,ionic
OC(N,11,atom
O[C@@H]2CO),29,ionic
)c3n,51,atom
n3cccn3,16,atom
3=CC(=O),9,functional_group
Oc1c(,36,ring
F)c(F)c(,25,atom
F)c(F)c1,41,ring
F)C(=O)N,14,functional_group
[C@H](C)[C@@H]1,8,ionic
[C@@H]1C),8,ionic
[C@](O)(CC),8,ionic
O2),65,atom
)CC[C@H]1,25,ionic
C(=C(C,26,functional_group
SC(C,10,atom
=C(C(=O)N,56,functional_group
CCc1n,19,ring
C(F)(F)F)c(,11,atom
2C=CC,11,functional_group
[C@@H](O)[C@@H]1,56,ionic
Cc2ccccc2,103,atom
cnc[nH],9,ionic
Cc1ccc(C)c(,56,ring
(F)F)c,18,atom
CC(C)n1,88,ring
C(=O)NC(=O)N,14,functional_group
O=C(C1,7,functional_group
S(=O)(=O)c2ccc3,7,functional_group
C2),10,atom
)[C@H](C)C,16,ionic
[C@]2(C)C,32,ionic
CC(=O)Nc1cccc(,29,functional_group
c3c(N,23,atom
c4ccc(I,15,atom
c(C)c3,49,atom
O=C(NCCC,16,functional_group
COc1c(C)c,11,ring
c(Cl)[nH],11,ionic
COc1cc(O),47,ring
CC=C(C)C,8,functional_group
nc(C)cc2,9,atom
CCNC(=O)N,86,functional_group
S(=O)(=O)c2ccc(C)cc2,9,functional_group
[C@@H](COP(=O)(O),15,functional_group
C[C@@H]1O[C@@H](O,22,ionic
[C@@]4(C)C,7,ionic
[C@@H]6C,7,ionic
[C@@H]7O,7,ionic
[C@@H](C)CN,14,ionic
P(=O)(O)O)C,8,functional_group
[153,24,ionic
Sm,36,atom
c1sccc1,20,ring
OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O),20,ionic
([C@@H]2,14,ionic
Cc1nc(,79,ring
)c(C#N)c2,13,atom
CC(C)c1ccc(C,19,ring
c2c(C)n[nH],13,ionic
CCCN2C,22,atom
OC[C@@H]1O,18,ionic
CC2(CCN(CC,10,atom
c3ccccc3)CC,10,atom
2)O1,26,atom
(C)CCCC2,6,atom
S(=O)(=O)c2ccc(Cl)cc2,10,functional_group
COC(=O)[C@@]1(C,7,functional_group
c2ccc(OCc3cc(C)nc4ccccc34,7,atom
c1cncc(,35,ring
c3cc4ccccc4cc3,8,atom
c5cn,16,atom
5)C4,12,atom
)c(F),8,atom
cc(c1,23,ring
CCCCS(=O)(=O)N,30,functional_group
c1ccc(OCCCC,65,ring
)[C@H]3,6,ionic
[C@@]5,15,ionic
[C@H]3CCCO,13,ionic
OC(=O)c2ccccc2,9,functional_group
)cn4,19,atom
NC[C@H]1O,7,ionic
(OCCN,18,atom
)c2ccc(F)cc,11,atom
CCCCC(NC(=O),15,functional_group
OC)C(=O)N,18,functional_group
c3cccs3),24,atom
c2ccc(OC)cc2)cc1,7,ring
)CC2)C(=O),26,functional_group
Clc1cccc(,16,ring
O[C@@H](O,6,ionic
c2c1O),3,ring
[C@H](Cc3c[nH]c4ccccc34,16,ionic
C[C@H]1CN,17,ionic
c3nonc3,10,atom
sc1C(=O)N,8,functional_group
[C@](O)(CO),13,ionic
1CCN(C,45,atom
NC(CO),25,atom
c2ccc(Cl)cc12,42,ring
c1cc(F),11,ring
CCCC=C,7,functional_group
CCCN1CCC,12,atom
c3ccccc3)nc12,28,ring
OP(=O)(N,8,functional_group
c2cccc3ccccc23),4,atom
Cc1c(CN,31,ring
[C@@H](F)C,27,ionic
CCCN2S(=O)(=O),14,functional_group
CN1Cc2ccccc2,17,atom
CC1CO,43,ring
c3ccc(F)cc3),47,atom
NC(=O)N(C,11,functional_group
Clc1cccc(N,10,ring
)cc(Cl,12,atom
c2cn1,12,ring
[C@@H]3[C@@H]2,12,ionic
C2CCCC2,12,atom
ncc5,45,atom
CC(=O)O[C@@H]1,19,functional_group
Fc1cc(,11,ring
c3nc[nH],23,ionic
3CCN(C)CC,18,atom
Nc1ncnc(N,11,ring
S(=O)(=O)C(C)C,20,functional_group
)C(=O)NCC(=O)O,11,functional_group
Cc1ccc2nc(N,9,ring
CN(C)C(=O)N,11,functional_group
c3cccc(Cl)c3Cl,25,atom
C1C2,8,ring
CC1CC(C,8,ring
4CCOCC4)c3,19,atom
OC)O,8,atom
)C=C,33,functional_group
c2ccc(Br)cc,8,atom
[C@H]2[C@H]3,77,ionic
OC(=O)c3ccccc3,8,functional_group
Cl)cc2,8,atom
nnc(N,8,atom
c3ccc(OCCN,14,atom
2CCOCC2)C(=O)N,224,functional_group
[C@H](Cc2ccccc2)NC(=O),224,functional_group
(COC(=O),10,functional_group
c1nc[nH],96,ionic
C(=O)N(,132,functional_group
4CCCCC,132,atom
4=O),145,functional_group
2(=O)=O),14,functional_group
c4ccccc4C(=O)N3,6,functional_group
c(Cl),38,atom
CC(F)(F)F,31,atom
CC1(C)[C@@H](O)CC,12,ionic
CC(=S)N,58,functional_group
c(Cl)cccc3,8,atom
)C(F)(F)F)c1,8,ring
c3cnn(C,16,atom
(F)(F)F)c4,29,atom
O=S1(=O),9,functional_group
S2(=O)=O)cc1,17,functional_group
c(cc5,12,atom
=C5C,12,functional_group
=C3C,17,functional_group
[N+](C)(C)CC,21,ionic
c1cccc(Br)c1,29,ring
CC(=O)N(C,40,functional_group
OC(=O)c1cc(,15,functional_group
O=C(CN1C(=O),23,functional_group
c1cc(F)cc(F)c1,17,ring
c2ccc(Br)cc2),8,atom
O)CC1,56,ring
CO[C@H]1CC,12,ionic
c4ccc(F)cc4)c3,10,atom
[Fe-4],39,metal
)C#N,39,atom
OC(=O)c1ccccc1,47,functional_group
CC1(C)C,50,ring
SC[C@H](N,63,ionic
n3nnc(,8,atom
c4cc(OC)c(OC)cc4,19,atom
NC(=O)c4,8,functional_group
)cc2)C(=O)N,12,functional_group
Cc1ccccc1)C,8,ring
c1ccc(OCc2ccccc2)cc1,35,ring
OCc1ccc(C,8,ring
@]1,27,atom
(=O)OCC,31,functional_group
c1cc(C),28,ring
)C(C)(C)C)C(=O)N,11,functional_group
[C@@H](OC(=O)c3ccccc3),11,functional_group
C)C2,11,atom
(C)C)[C@@H](O),11,ionic
[C@]13,21,ionic
C[C@@H](CN1,13,ionic
s1)S(=O)(=O)N,16,functional_group
CCOc1cc(,29,ring
CNC(=N)N,69,functional_group
c2cnc[nH],62,ionic
[C@@H]1CCCC,84,ionic
OCCCCCCCC,9,atom
CC(C)(C)O,27,atom
CCNC2=O,7,functional_group
COc1ccc(C[C@H](NC(=O),16,functional_group
c2cnc[nH]2,16,ionic
)C(=O)N[C@@H](CC2CCCCC2,16,functional_group
cc(Cl)cc3,17,atom
[Si](C)(C),68,ionic
Clc1ccc(,61,ring
Cc1sc(,7,ring
3)nc1,14,ring
CC(=O)Nc1ccc(N,9,functional_group
N(C)C1=O,31,functional_group
c3cccn,16,atom
CC(C)(C)c1[nH]cnc1,11,ionic
c1ccc(OS(=O)(=O),23,functional_group
[C@@H](N)CC(=O),7,functional_group
)C(=O)N[C@@H](CCSC,7,functional_group
)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C,14,functional_group
CC(C)[C@@H]1NC(=O),18,functional_group
CS(=O)(=O)c1ccc(CN,11,functional_group
c3cn[nH]c3,20,ionic
c3cc(Cl)c(O),11,atom
CC2)cc1,27,ring
C(=O)C=C(N,12,functional_group
COc1cc(C),20,ring
2CCn3,16,atom
c(nn,16,atom
Br)s,8,atom
n23)cc1,15,ring
c2cnn(CC,9,atom
scc(,9,atom
c3ccc(NC(=O)N,13,functional_group
)cc3)c12,9,ring
SCCN2C(=O),6,functional_group
)cc1C(=O)O,162,functional_group
[C@@]1(C)C,56,ionic
Oc3ccc(cc3,12,atom
Cl)[C@@H](O),12,ionic
[C@@H](NC(=O)[C@@H](CC,12,functional_group
(C)C)NC,12,atom
COc1ccc(O,15,ring
nc(NS(=O)(=O),15,functional_group
)cc2)s1,5,atom
CC(C)(C)C(=O)N,19,functional_group
c2cc[nH],19,ionic
NCCN,89,atom
CNC(=O)c1cccc(,15,functional_group
Cc1ncc([N+](=O)[O-])n1CC,46,functional_group
I)c3,10,atom
Oc1cc(C,27,ring
NC(=O)C(=O)N,85,functional_group
c3ccc(Cl)c,85,atom
Cc1cc(C)nc(NS(=O)(=O),12,functional_group
)cc2)n1,152,ring
O=C(NCc1cccc,9,functional_group
(C(C)C,16,atom
CCN1C(=O)C,26,functional_group
c2cn3,17,atom
c4c(Cl)cccc4Cl,12,atom
[C@H](O)[C@H]3,13,ionic
4)cc(OC)c1OC,19,ring
(=O)O)C(=O)N,20,functional_group
[C@@H]3C[C@H]3,7,ionic
C2CC3,6,atom
ccc1Cl,21,ring
CCOP(=O),38,functional_group
c(Cl)c(O),27,atom
CCc3ccccc3,8,atom
)nc(NC,15,atom
CN(C(=O)C,13,functional_group
c1ccc(OC(=O),7,functional_group
c2ccc,40,atom
CCOc1cc(C,6,ring
Cn1cn,30,ring
c3c(O)cc(O)cc3,9,atom
O=C(CN1CC,9,functional_group
NC(=O)[C@@H](,5,functional_group
n3ccnc3,32,atom
[C@]12CC,10,ionic
c2c(N)n,9,atom
nnc(C,9,atom
F)c4,17,atom
C1=S,10,functional_group
CSCC[C@H](NC(=O),19,functional_group
O=C(CN1,22,functional_group
CC1N,9,ring
N=C(NCC,9,functional_group
)C1O,9,ring
[C@H](CCCCN,43,ionic
)C(F)(F)F)n1,2,ring
cn3C,17,atom
CCNc1n,28,ring
4=N,25,functional_group
5CCC[C@H]5,7,ionic
[C@H]([C@@H](O),38,ionic
c2nc(sc2,7,atom
c1sc2,19,ring
[C@@H](CCCN,21,ionic
CN(C)CCN1C(=O)c2cccc3,9,functional_group
\C=C\C=C\,26,functional_group
c2ccc3cn,4,atom
C=N,24,functional_group
)C(=O)NC,16,functional_group
[S+],20,ionic
(O)C(OC,12,atom
[C@@H](C[C@@H]1,66,ionic
OC(=O)[C@H]1,66,functional_group
[C@H]1O[C@H](,8,ionic
CCCC[C@H](NC(=O)[C@H](CC,20,functional_group
[C@@H](N)CC(=O)O)C(=O)N[C@@H](C,8,functional_group
c2c[nH]c3ccccc23)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](C,25,functional_group
SCCS,6,atom
OCCNC(=O)C,13,functional_group
[n+]1ccccc1,17,ionic
S3,22,atom
[C@H](O)[C@@H](O)[C@H](O,10,ionic
C1CCC(C,59,ring
2CCOCC,22,atom
2)CN,11,atom
2)N3,33,atom
)C2=O)cc1,12,functional_group
OCCCCCO,45,atom
4CCC3CC,11,atom
[nH]ccc3,16,ionic
COCCN,18,atom
C(=S)NC(=O)C,8,functional_group
cccnc3,12,atom
)C(=C,10,functional_group
=[N+]=[N-],40,functional_group
CC(=O)NC,7,functional_group
c3ccc(Oc4,7,atom
ccc(C)nc4,7,atom
CC[N+](CC),23,ionic
[N+](CC)(CC)CC,24,ionic
[I-].[I-].,12,ionic
2CCCCC2),49,atom
ccc(O)c2,29,atom
NC(=O)[C@H]1,45,functional_group
n1cnc(,18,ring
)n1)N,18,ring
)C(=O)N[C@H]1,18,functional_group
SCCO,10,atom
[C@@H](Cc2ccccc2)NC(=O),22,functional_group
Cc1ccc(NC(=O)C2,102,functional_group
O4,102,atom
Oc3cc(,9,atom
Oc5,9,atom
c5C(=O),9,functional_group
2)O,14,atom
(O3)C,10,atom
3CC4CC,10,atom
4)ccc1,10,ring
CCCCCCCCCC(=O),11,functional_group
C(=O)N(C(=O)N,8,functional_group
CC2CCN(CC,8,atom
4CCOCC4,5,atom
Br)C(=O)N,11,functional_group
(N=C1,37,functional_group
[C@H](S,38,ionic
)C2)cc1,18,ring
\C=C/,5,functional_group
=CC(=[N+](C)C)C,19,functional_group
)c2ccc(N,13,atom
Cn1c(N,16,ring
Oc3ccnc(,9,atom
)c3cccc(,5,atom
Br)c3,5,atom
CCN=C1,7,functional_group
c1cc(C)o,11,ring
[C@H](OP(=O)(O)OC,20,functional_group
[C@@H]3OP(=O)(O)OC,64,functional_group
C[C@@H]3,32,ionic
COP(=O)(O)O[C@H],80,functional_group
C(=O)NCCC,10,functional_group
[C@@H](CCC,17,ionic
[C@@H](NC(=O)[C@H](NC(=O),9,functional_group
NC(=O)CN(C)C,9,functional_group
)[C@@H](C)O)C(=O)N,9,functional_group
CN=C(N)N)C(=O)N,9,functional_group
)[C@@H](C)CC,14,ionic
Oc1cc(O),56,ring
cc(O)c(O),14,atom
N2CCC,14,atom
(n3,19,atom
COc1ccc(OC)c(,9,ring
=C(CC,15,functional_group
)SC,8,atom
CC(C)OC(=O)N,16,functional_group
c2ccccc2)C(=O)NC,9,functional_group
Cc1cc(C)c(,16,ring
COc1cc(CCN,6,ring
)cc1Br,39,ring
CCCS(=O)(=O)N,22,functional_group
c4cc(,61,atom
c2ccc(CCNC[C@H](O),123,ionic
=C4C[C@@H](O)CC,31,functional_group
Cc1cnn(,10,ring
(C)C(=O)O),11,functional_group
CC(=O)O)c2,20,functional_group
CCN(CC)C1,12,ring
c4ccc(OC(F)(F)F)cc4,6,atom
CC(C)Oc1ccc(,29,ring
CCNC(=O)OC,13,functional_group
c3c(ncn,6,atom
n(C),14,atom
COc1cc2,43,ring
OCC(C)(C),15,atom
c2c(OC)c1OC,8,ring
)C(=O)N[C@@H](Cc2ccc(O)cc2,33,functional_group
[C@H]3O[C@H]4,14,ionic
CCOC(=O)c1c(,12,functional_group
c1ccc(OC2,18,ring
SC[C@H](NC(=O),18,functional_group
)cc1N,90,ring
OC)C2,4,atom
)nc4,68,atom
7)C6,4,atom
c2cccs2)C,9,atom
SC(=O),17,functional_group
c5ccc(OCc6ccccc6,4,atom
2CCC(Cc3ccccc3,8,atom
CC1=CC(=O)N,14,functional_group
2CC(=O)N,14,functional_group
c3cc(OC)ccc3,26,atom
Cc1nnc(S,16,ring
SC2,33,atom
)c2n,41,atom
4C5,6,atom
45,6,atom
6C7,6,atom
[C@]1(,50,ionic
cc(F)c3,15,atom
)c2cccnc2,9,atom
o1,16,atom
FC(F)(F)c1ccc(CN,6,ring
c3c[nH],24,ionic
O[C@@H]2CC,46,ionic
[C@H]1OC(=O),36,functional_group
NC(=O)CCl,5,functional_group
4CCOC4,33,atom
c5ccccc5)C,6,atom
CS(=O)(=O)N1CC,10,functional_group
NC3,11,atom
[C@@H](Cl),16,ionic
O=C(Nc1ccc(,48,functional_group
Oc1nc2,12,ring
COc1ccc(F)cc,12,ring
c1c(F)c(F)c(,22,ring
CNc1n,24,ring
4CC4,12,atom
c2cc3c(N,21,atom
c4ccc(Cl)c(Cl)c4,11,atom
C)OC,6,atom
3CN,10,atom
Clc1cccc(C,7,ring
)n2ccnc2,7,atom
CCOC(=O)c1c[nH],8,functional_group
c2cc(OCC,21,atom
c3c(F)cc(F)cc3,6,atom
F)n2,6,atom
CC(C)c1nn,6,ring
c3ocnc3,10,atom
cccnc12,59,ring
c1cn(C)c2,7,ring
[C@@H](Cl,30,ionic
n4ccc(,9,atom
OC(=O)c1ccc(,9,functional_group
C3CCC,14,atom
c3ccc(NC(=O),14,functional_group
[C@@H](NC(=O)OC)C(C)C,17,functional_group
)[C@@H](C,49,ionic
sc(CC,18,atom
c(C)nc1,32,ring
C2=C(C,18,functional_group
c2c(C(=O)N,21,functional_group
O)c(OC,30,atom
Cc1cccc(Cl)c1,45,ring
Cc1nc2ccccc2n1,11,ring
[C@@H](Cc3ccccc3)C(=O)N,14,functional_group
c4ccc(C#N,14,atom
c3cccc(CC,9,atom
OCCOCCOCCOCCOCCOCCOCCOCC,58,atom
(Oc3,7,atom
ccc(Cl)cn3,7,atom
Br.Br.,65,atom
Br.[Br-].,13,ionic
Nc1nc(O)c2,36,ring
)ccc2n1,22,ring
O)S(=O)(=O),6,functional_group
C(=C(O),13,functional_group
COCCNC(=O),9,functional_group
CC(=O)NCC,35,functional_group
C1)N,30,ring
CC(C)CC(=O),4,functional_group
CN(C)c1ccc2,52,ring
[s+],52,ionic
NS(=O)(=O)c1cc(,24,functional_group
Cc1ccc(C)c(C,8,ring
ncnc(N)c2,24,atom
Oc1ccc(Cl)cc,11,ring
C(=O)O[C@@H]1,8,functional_group
c2c(ccc3,8,atom
CC2CCC(C,7,atom
c3ccccc1,6,ring
c(OC)c2,10,atom
c2c1O,30,ring
ncc(C#N,13,atom
[C@]1(O,18,ionic
CC(=C,23,functional_group
[Li+].[Li+].,8,ionic
[C@@H]2O[C@@H](CO),17,ionic
CCN4CCOCC4,9,atom
3)cc1Cl,9,ring
)ccc1Cl,12,ring
NC(=O)c3cn,9,functional_group
c4ccccc4c3,17,atom
C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](C,9,functional_group
OCCCCCC,24,atom
N[C@H]1CC,58,ionic
CC(=O)Oc1ccc(,6,functional_group
COc1c(O)cc2,14,ring
CN2CCC,11,atom
S(=O)(=O)N(C,21,functional_group
c(C)cccc2,9,atom
OCc1ccccc1)C(=O),6,functional_group
cc(Br)c(N,29,atom
CCCCCn1,6,ring
c3c(Cl)cccc3Cl,6,atom
cc[nH]n,23,ionic
(=NN,8,functional_group
[C@@H](Cc2ccccc2),5,ionic
CCN2C(=O)c3ccccc3C2=O),5,functional_group
cc(OC)c1,42,ring
c2nn3,26,atom
CN[C@H](C,8,ionic
CCc1ccc(NC(=O),7,functional_group
c1ccc(Nc2ncc3,6,ring
C1CN,17,ring
CCNCCCN,23,atom
C3(C,6,atom
C[C@H](NC(=O)C,9,functional_group
Cc1cncn,8,ring
c2oc(,13,atom
c3ccc(O)c(O)c3,32,atom
nccc2,9,atom
n3nn,13,atom
CC12,12,ring
COc1ccc(C[C@@H]2,56,ionic
OC(F)F,11,atom
)P(=O)(OC,12,functional_group
O)C(O)C,24,atom
[C@H](CC(=O),10,functional_group
C(=O)N(C)c2,9,functional_group
5CCN(CC,9,atom
6CC6,9,atom
N1C,26,atom
[nH]1)C,6,ionic
CC(C)[C@H](NC(=O)C,12,functional_group
[N-]=[N+]=N,38,functional_group
[nH]c(CC,9,ionic
CN3CC,9,atom
c4ccccc4C3,9,atom
CN(C)C1=N,10,functional_group
[C@@H](O1),18,ionic
NC(=O)CSC,11,functional_group
c3ncnc4,29,atom
)CN(C,10,atom
c3ccn,25,atom
N=C(N)NC,13,functional_group
CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O),6,functional_group
CCCSC,13,atom
Cc1ncn,11,ring
cc(Cl)c,263,atom
Cc1ccc(F)cc1,7,ring
c3cccn3C,7,atom
P(=S)(N,12,functional_group
)[C@H](N,29,ionic
c1n[nH],37,ionic
)n1N,11,ring
Cc1cnc(C,9,ring
NC(=O)c2cc3,24,functional_group
c1ccnc(,18,ring
Oc1c(Cl)cc(Cl)cc1,15,ring
C[C@@H](OC,87,ionic
NC(=O)CNC(=O)[C@H](C,14,functional_group
)cc1I,18,ring
c2cc(C)cc(C)c2,21,atom
)C(=O)NCCCC,12,functional_group
2CC2)c(OCC,11,atom
0,7,atom
[Bk,13,ionic
C5,13,atom
)C4=O),13,functional_group
OC)c1,26,ring
c(N)ncnc2n1,5,ring
[C@@H]1CC[C@@H](C,8,ionic
C[C@@H](O)[C@H](N)C(=O)N1CCC[C@H]1,21,functional_group
c(F)c3,11,atom
CCC#N,7,atom
Cc1cc(F)ccc1,32,ring
N=C2C,6,functional_group
C12,12,ring
[C@@H]2C[C@H](C,9,ionic
OCCCCCN,8,atom
CC1)C,25,ring
c1ccccc1)OC,6,ring
O=C(NCc1ccccc1,26,functional_group
n2)C,10,atom
c(O)cccc1,44,ring
c2onc(C,8,atom
ccc(Cl)c(N,17,atom
c2nc3ccccc3nc2,6,atom
)c2)c1,57,ring
3CCOCC,115,atom
[C@@H]2N,11,ionic
c1cccs1)N,12,ring
[C@@H]1CN,29,ionic
C=C(C)C,6,functional_group
=CC=C(C)C,21,functional_group
c1noc(,12,ring
CC(C)C[C@H](NC(=O)OCc1ccccc1,15,functional_group
)C(=O)N[C@@H](Cc1ccc(O)cc1,15,functional_group
)Cc2ccccc2,7,atom
[C@@H]2CC[C@@]3(CC,9,ionic
O4),20,atom
c3cc1,7,ring
Oc1cc(ccc1,7,ring
Oc4ccc(cc4,7,atom
N(C)CC,10,atom
c1ns,8,ring
)on1,32,ring
c2co,16,atom
COc1cc(OC)cc(,21,ring
)c2ccc3,10,atom
c4cnn(C)c4,10,atom
CC1=CC(=O),16,functional_group
